Name,Firm,ID,Missing URL,Missing Value Prop,Missing Notable,LinkedIn,Bio,Sectors,Stage
"Digital Horizon","Digital Horizon",fb358d8c-3d6c-4c15-b9d7-4370077f33b5,YES,NO,YES,"https://linkedin.com/in/digital-horizon","Digital Horizon is a angel investor focused on Artificial Intelligence, Blockchain, FinTech investing at Seed stage.","Artificial Intelligence; Blockchain; FinTech; Marketplace","Seed"
"Dilek Dayinlarli","ScaleX Ventures",46d79726-391f-47ad-8dc1-96dcb5adb8f8,YES,NO,NO,"https://linkedin.com/in/dilek-dayinlarli","Dilek Dayinlarli is an investor at ScaleX Ventures focused on AI, SaaS, HealthTech investing at Seed and Series A stage.","AI; SaaS; HealthTech","Seed; Series A"
"Dillon Ferdinandi","Slack Fund",7d8bba99-ccb6-49dc-aa9c-a48f25cf0606,YES,YES,NO,"https://linkedin.com/in/dillon-ferdinandi","","AI; SaaS; Fintech","Seed; Series A"
"Director Maddie Maloney (Northpondventures)","Director Maddie Maloney (Northpondventures)",faf9d4aa-6b97-421d-bb3d-efb6b40c09f0,YES,YES,YES,"https://linkedin.com/in/director-maddie-maloney","","SaaS; AI/ML","Seed; Series A"
"DirectorNick RubinInvestorAnnie DukeSpecial (Firstround)","DirectorNick RubinInvestorAnnie DukeSpecial (Firstround)",91830389-c36c-4411-b843-0ab04bea6e89,YES,YES,YES,"","Team member at Firstround. Discovered from: https://firstround.com/team/","AI; SaaS; Consumer","Seed; Series A"
"Directory Account Management","Directory Account Management",6f45cc80-19ad-435f-b875-34fea9f1bdf8,YES,YES,NO,"https://linkedin.com/in/directory-account-management","","AI; SaaS; Fintech","Seed; Series A"
"Directory Account Management","Directory Account Management",820cd2d4-696e-41bb-aefe-22517d8962e0,YES,YES,NO,"https://linkedin.com/in/directory-account-management","","AI; SaaS; Cloud Computing","Seed; Series A"
"diverse as the (Lsvp)","diverse as the (Lsvp)",3a07198e-88a4-4d43-9602-847675eeac12,YES,YES,YES,"","Team member at Lsvp. Discovered from: https://lsvp.com/team/","SaaS; AI/ML",""
"Divya Dhulipala","Divya Dhulipala",b2407fe1-03da-47f3-b3f7-67ac65897759,YES,YES,YES,"","Principal at Haystack, responsible for capital formation and The Alignment Summit","SaaS; AI/ML",""
"Divya Dhulipala (Haystack)","Divya Dhulipala (Haystack)",4afc3d37-a18e-46ed-90f9-d2ed065c0ee4,YES,NO,YES,"https://linkedin.com/in/divya-dhulipala","Principal at Haystack. Invests across stages and in charge of capital formation and The Alignment Summit.","SaaS; AI/ML","Seed; Series A"
"Dmitry Firskin","AltaIR Capital",98127a0c-e254-40f9-8522-cd4a1aa39912,YES,YES,NO,"https://linkedin.com/in/dmitry-firskin","","AI; SaaS; Cloud Computing","Seed; Series A"
"Dollar Business Management","Dollar Business Management",a76a46d7-7852-4d25-abba-4369f22ac059,YES,YES,NO,"https://linkedin.com/in/dollar-business-management","","AI; SaaS; HealthTech","Seed; Series A"
"Donna Harris","Builders + Backers",abf5015a-eddc-4368-846e-b0b606aae8f4,YES,NO,NO,"https://linkedin.com/in/donna-harris","Donna Harris is an investor at Builders + Backers focused on AI, SaaS, HealthTech investing at Seed and Series A stage.","AI; SaaS; HealthTech","Seed; Series A"
"doubles down on (Pehub)","doubles down on (Pehub)",461736c4-4a62-4ed4-bc3a-58ee51625bd6,YES,YES,YES,"","","Technology","Seed; Series A"
"Doug Leone","Doug Leone",d0a7b652-5123-42f6-b623-a45cc8aa8882,YES,NO,YES,"https://linkedin.com/in/doug-leone","Sequoia Capital Partner focused on Seed/Early and Growth stage investments","SaaS; AI/ML","Seed; Series A"
"Dr. Andy May","Dr. Andy May",0ede4590-589a-417b-9e91-39fac95b807b,YES,YES,YES,"https://linkedin.com/in/dr-andy-may","Operating Partner, DCVC Bio","SaaS; AI/ML","Seed; Series A"
"Dr. Andy May (DCVC)","DCVC",75daf34c-4a5e-417a-93f0-5aa105d4361f,YES,YES,NO,"https://linkedin.com/in/dr-andy-may","Dr. Andy May is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Dr. Brenton Fargnoli","Dr. Brenton Fargnoli",96e7d948-81cc-428e-92ac-dd8789506957,YES,YES,YES,"https://linkedin.com/in/dr-brenton-fargnoli","Partner at Lightspeed","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Dr. Emily Park (DCVC)","DCVC",f1759199-6b3b-4099-bd95-7157cd5a6b84,NO,YES,NO,"https://linkedin.com/in/dr-emily-park","Dr. Emily Park is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Dr. Galym Imanbayev","Dr. Galym Imanbayev",4c17705c-469c-48f0-a821-7ecf807c0fdc,YES,YES,YES,"https://linkedin.com/in/dr-galym-imanbayev","Partner at Lightspeed","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Dr. Galym Imanbayev (Lightspeed)","Lightspeed Venture Partners",e3d949b5-039f-4d1d-8996-e1ca5d3b09d8,YES,YES,NO,"https://linkedin.com/in/dr-galym-imanbayev","Partner at Lightspeed, focuses on AI, US","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Dr. John Hamer","Dr. John Hamer",c7566f06-39da-4dcc-b17f-2b5796b2374d,YES,YES,YES,"https://linkedin.com/in/dr-john-hamer","Managing Partner, DCVC Bio","SaaS; AI/ML","Seed; Series A"
"Dr. John Hamer (DCVC)","DCVC",ed64fd4b-2aab-4036-9d07-2074c15d2562,YES,YES,NO,"https://linkedin.com/in/dr-john-hamer","Dr. John Hamer is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Dr. Justin Kern","Dr. Justin Kern",e2dd4093-85cd-423a-a791-2d516333382f,YES,YES,YES,"https://linkedin.com/in/dr-justin-kern","Partner, DCVC Bio","SaaS; AI/ML","Seed; Series A"
"Dr. Justin Kern (DCVC)","DCVC",6b215b93-e3e6-42d0-beec-1adb2fb13982,NO,YES,NO,"https://linkedin.com/in/dr-justin-kern","Dr. Justin Kern is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Dr. Kiersten Stead","Dr. Kiersten Stead",9d9fb916-84f1-4547-ac11-3690f7633570,YES,YES,YES,"https://linkedin.com/in/dr-kiersten-stead","Managing Partner, DCVC Bio","SaaS; AI/ML","Seed; Series A"
"Dr. Kiersten Stead (DCVC)","DCVC",b420073e-c56a-48d1-835e-3954a5e481f1,YES,YES,NO,"https://linkedin.com/in/dr-kiersten-stead","Dr. Kiersten Stead is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Dr. Linda Maxwell","Dr. Linda Maxwell",70ef3e1c-65b3-4caf-8ae6-3f589322a5eb,YES,YES,YES,"https://linkedin.com/in/dr-linda-maxwell","Operating Partner at Dcvc","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Dr. Linda Maxwell (DCVC)","DCVC",d015a4ad-d4a2-49ff-8de8-05b168e5cd9e,NO,YES,NO,"https://linkedin.com/in/dr-linda-maxwell","Dr. Linda Maxwell is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Dr. Prineha Narang","Dr. Prineha Narang",82535318-7e41-4c9e-bca7-8e321d0cfe66,YES,YES,YES,"https://linkedin.com/in/dr-prineha-narang","Operating Partner at Dcvc","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Dr. Prineha Narang (DCVC)","DCVC",54a4c2a2-e3ec-4c6e-b6d0-a5a9827ee4e9,YES,YES,NO,"https://linkedin.com/in/dr-prineha-narang","Dr. Prineha Narang is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Dr. Rachel Slaybaugh","Dr. Rachel Slaybaugh",c22dc490-8bdf-4af7-9bba-2b26223225fd,YES,YES,YES,"https://linkedin.com/in/dr-rachel-slaybaugh","Partner at Dcvc","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Dr. Rachel Slaybaugh (DCVC)","DCVC",ded7a88a-e80e-4b3d-a4ab-3fa66ad0d317,YES,YES,NO,"https://linkedin.com/in/dr-rachel-slaybaugh","Dr. Rachel Slaybaugh is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Dr. Scott C. Hsu","Dr. Scott C. Hsu",d362b07c-3f32-47b0-bbde-26eb1be86011,YES,YES,YES,"https://linkedin.com/in/dr-scott-c-hsu","Fusion Partner at Lowercarboncapital","SaaS; AI/ML","Seed; Series A"
"Dr. Scott C. Hsu (Lowercarbon Capital)","Lowercarbon Capital",4211e911-8df3-43db-bbe6-7a126e618566,YES,YES,NO,"https://linkedin.com/in/dr-scott-c-hsu","Fusion Partner at Lowercarbon Capital","SaaS; AI/ML","Seed; Series A"
"Dr. Vandon Duong","Dr. Vandon Duong",ef08e720-65b5-4ed0-90c5-4a56a3e6ed2b,YES,NO,YES,"https://linkedin.com/in/dr-vandon-duong","Dr. Vandon Duong is a angel investor focused on AI/ML, SaaS, Fintech investing at Seed stage.","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Dr. Vandon Duong (DCVC)","DCVC",f8dbe7a9-c468-42a5-a71b-6d3152025c57,YES,YES,NO,"https://linkedin.com/in/dr-vandon-duong","Dr. Vandon Duong is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Dragoneer Investment Group","Dragoneer Investment Group",dba7d7e3-7fb5-405d-b217-19e005343ecf,YES,YES,YES,"https://linkedin.com/in/dragoneer-investment-group","Focuses on growth-stage investments in software and fintech.","technology","seed; series_a"
"DST Global","DST Global",da5e9ba6-e405-41d1-81dc-355c512a033b,YES,NO,YES,"https://linkedin.com/in/dst-global","Leading Internet investment firm globally.","technology","seed; series_a"
"Duncan Carlson","Duncan Carlson",8ca0cd1a-b540-4f3d-a33e-b5a80d05cf28,YES,NO,YES,"https://linkedin.com/in/duncan-carlson","Principal at Lowercarboncapital","SaaS; AI/ML","Seed; Series A"
"Duncan Carlson (Lowercarbon Capital)","Lowercarbon Capital",2679401e-fc82-4292-9c41-ce75c4c18121,YES,YES,NO,"https://linkedin.com/in/duncan-carlson","Principal at Lowercarbon Capital","SaaS; AI/ML; Climate; Energy; DeepTech","Seed; Series A"
"Duncan Carlson (Lowercarboncapital)","Lowercarbon Capital",a933b83a-8679-4609-a500-26843b2509e7,YES,YES,NO,"https://linkedin.com/in/duncan-carlson","Duncan Carlson is a partner at Lowercarbon Capital. Climate tech focused on decarbonization","SaaS; AI/ML; Climate; Energy; DeepTech","Seed; Series A"
"Duygu Clark","DO Venture Partners",804c8c1e-05ed-4005-8b39-ea9278598f6f,YES,NO,NO,"https://linkedin.com/in/duygu-clark","Duygu Clark is an investor at DO Venture Partners focused on AI, SaaS, Fintech investing at Seed and Series A stage.","AI; SaaS; Fintech","Seed; Series A"
"Dylan Field","Dylan Field",64c65a9c-3e58-4052-87ea-8b21b48387e1,YES,NO,YES,"https://linkedin.com/in/dylan-field","Dylan Field is a angel investor focused on SaaS, AI/ML investing at Seed and Series A stage.","SaaS; AI/ML","Seed; Series A"
"Dynamk Capital","Dynamk Capital",e2813ad6-9ff1-4536-b08d-a892b3756721,YES,YES,YES,"https://linkedin.com/in/dynamk-capital","","Life Science Industrials only: tools; tech and services","Seed; Series A"
"Earl Jones","Earl Jones",e31780cc-bbc2-4190-8c44-20b25e03b6c4,YES,NO,YES,"https://linkedin.com/in/earl-jones","Earl Jones is a angel investor focused on AI/ML, SaaS, Fintech investing at Seed stage.","AI/ML; SaaS; Fintech; Biotechnology; Robotics","Seed"
"Earl Jones (DCVC)","DCVC",5c8b87e8-021b-406d-89fc-23a5c844b975,NO,YES,NO,"https://linkedin.com/in/earl-jones","Earl Jones is a partner at DCVC. Deep tech in AI, biology, materials, energy, space","AI/ML; SaaS; Fintech; Biotechnology; Robotics; DeepTech; SpaceTech; Materials; Climate","Seed"
"Earl Jones Operating (Dcvc)","Earl Jones Operating (Dcvc)",9a2572f4-30f8-4409-8e8e-e28ea7c953d3,YES,YES,YES,"","Team member at Dcvc. Discovered from: https://www.dcvc.com/team","SaaS; AI/ML",""
"early general partners","early general partners",c8fd4ac4-1894-48b9-8613-a52e6fe2f66e,YES,YES,YES,"https://linkedin.com/in/early-general-partners","","SaaS; AI/ML","Seed; Series A"
"Earnest Capital","Earnest Capital",cb65e9c8-0b51-4699-a208-c80276c7329e,YES,YES,NO,"https://linkedin.com/in/earnest-capital","","SaaS; Fintech; Consumer Products","Seed"
"EchoVC Partners","EchoVC Partners",62e4b14f-364e-4125-b1e6-7787bbb20bcb,YES,YES,YES,"https://linkedin.com/in/echovc-partners","","Industry/Sector Agnostic; Minority Founders; Female Founders","Seed; Series A; Series B"
"Eclipse","Eclipse",b7392528-2497-4dec-b5f6-014db5c7d316,YES,NO,NO,"https://linkedin.com/in/eclipse","Eclipse is a team of operators and investors building companies that transform physical industries.","AI; SaaS; Fintech; Materials; DeepTech; Manufacturing; Robotics","Seed; Series A; Series B"
"Ed Roman","Hack VC",95394f6b-95fd-4a5c-a017-b50686f46ece,YES,YES,NO,"https://linkedin.com/in/ed-roman","","AI; SaaS; Fintech","Seed; Series A"
"Ed Sim","Boldstart Ventures",8ed33431-ea78-472f-aec9-7181e0b5090f,YES,NO,NO,"https://linkedin.com/in/ed-sim","Boldstart Ventures is a first-check investor in developer-first and enterprise startups. Backed Snyk, BigID, and Kustomer.","AI; SaaS; Fintech","Seed; Series A"
"Ed Sim (Boldstart)","Ed Sim (Boldstart)",876e483d-3779-4482-80c1-026a5f37fb61,YES,YES,YES,"https://linkedin.com/in/ed-sim","","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
"Eddie Lee","White Star Capital",8620100b-1a34-4ca0-8ddd-73bc819dfb49,YES,NO,NO,"https://linkedin.com/in/eddie-lee","Eddie Lee is an investor at White Star Capital focused on AI, SaaS, Fintech investing at Seed and Series A stage.","AI; SaaS; Fintech","Seed; Series A"
"Eddy Lazzarin","Eddy Lazzarin",0ec3ff9b-40fc-4779-9774-f3275e8716fe,YES,NO,YES,"https://linkedin.com/in/eddy-lazzarin","Chief Technology Officer at A16zcrypto","SaaS; AI/ML","Seed; Series A"
"Edward Mathers","Edward Mathers",9a88d920-0dd0-4d4b-8d57-32dc15456d5d,YES,YES,YES,"https://linkedin.com/in/edward-mathers","Partner","SaaS; AI/ML","Seed; Series A"
"EIRS Special Partners","EIRS Special Partners",a677a186-2883-4df9-8645-177b336d771f,YES,YES,YES,"https://linkedin.com/in/eirs-special-partners","","SaaS; AI/ML","Seed; Series A"
"Ekkta Bathija","Ekkta Bathija",ecb00855-6a9d-4fea-b4c8-97ea90e9bbbd,YES,YES,YES,"https://linkedin.com/in/ekkta-bathija","Finance & Operations Analyst at Village Global","SaaS; AI/ML","Seed; Series A"
"Ekkta Bathija (Village Global)","Ekkta Bathija (Village Global)",f2e001f1-a7fe-4cbd-a8b4-ad8b95e7cad4,YES,NO,YES,"https://linkedin.com/in/ekkta-bathija","Finance & Operations Analyst at Village Global","technology","seed; series_a"
"Elad Gil","Elad Gil Angel",6b8c50c0-14dd-4e9f-8cec-f485f468acd6,YES,YES,NO,"https://linkedin.com/in/elad-gil","","AI; SaaS; Healthcare","Seed; Series A"
"Eldridge Industries","Eldridge Industries",7b973356-0703-4a23-9c43-4cdf4cf7e5ff,YES,YES,YES,"https://linkedin.com/in/eldridge-industries","Follow-on investor in Fixated","SaaS; AI/ML","Seed; Series A"
"Elena Mosse","Elena Mosse",6b99dfd0-ee93-4745-bac2-b13586645a6a,YES,YES,YES,"https://linkedin.com/in/elena-mosse","Analyst at Lowercarboncapital","SaaS; AI/ML","Seed; Series A"
"Elena Mosse (Lowercarbon Capital)","Lowercarbon Capital",e9d0492d-e556-4115-a31d-af8e33a5067f,YES,YES,NO,"https://linkedin.com/in/elena-mosse","Analyst at Lowercarbon Capital","SaaS; AI/ML","Seed; Series A"
"Elfers Emeritus Partners","Elfers Emeritus Partners",6d39beeb-3854-4a1f-b07b-167ae9c78e16,YES,YES,YES,"https://linkedin.com/in/elfers-emeritus-partners","","SaaS; AI/ML","Seed; Series A"
"Eli Conniff","Eli Conniff",f6da0219-38f3-469f-926e-03d76c4bc625,YES,YES,YES,"https://linkedin.com/in/eli-conniff","Partner at Lightspeed","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Eli Conniff (Lightspeed)","Lightspeed Venture Partners",6cf69f39-5697-4b22-87b4-307a0ba436ac,YES,YES,NO,"https://linkedin.com/in/eli-conniff","Partner at Lightspeed, focuses on growth, US","Enterprise; Consumer; Fintech","Seed; Series A; Series B"
"Elias Quijano, Ph.D.","Elias Quijano, Ph.D.",60255417-78de-4bd5-8f7d-31fb2783fa61,YES,YES,YES,"https://linkedin.com/in/elias-quijano","Principal at Northpondventures","SaaS; AI/ML","Seed; Series A"
"Elias Quijano, Ph.D. (North Pond Ventures)","Elias Quijano, Ph.D. (North Pond Ventures)",b6d7aa0c-f9fa-4f76-9985-2e18e3ca9b9f,YES,YES,YES,"https://linkedin.com/in/elias-quijano","Principal","SaaS; AI/ML","Seed; Series A"
"Eliot Durbin","Eliot Durbin",5a58a4b2-7688-4cf0-babf-ea1f194490f6,YES,YES,YES,"https://linkedin.com/in/eliot-durbin","General Partner at Boldstart","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
"Eliot Durbin (Boldstart)","Eliot Durbin (Boldstart)",7ff5e311-77d0-45c9-82ca-75a2304f32d5,YES,YES,YES,"https://linkedin.com/in/eliot-durbin","General Partner","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
"Eliot Durbin General (Boldstart)","Eliot Durbin General (Boldstart)",7456ee56-0e78-4202-8119-32c8b238d5c1,YES,YES,YES,"https://linkedin.com/in/eliot-durbin-general","","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
"Elisa Schreiber","Elisa Schreiber",48bf91d7-5b10-4786-a57d-fe2d12eeb096,YES,YES,YES,"https://linkedin.com/in/elisa-schreiber","Chief Marketing Officer at Felicis","SaaS; AI/ML","Seed; Series A"
"Elizabeth Harkavy","Elizabeth Harkavy",e9cf45a2-5e9b-4adb-b6b9-bd42f7d0c7b5,YES,YES,YES,"https://linkedin.com/in/elizabeth-harkavy","Investment Partner at A16zcrypto","AI/ML; Crypto; SaaS; Consumer","Seed; Series A; Series B; Growth"
"Elizabeth Harkavy (A16zcrypto)","Andreessen Horowitz",728e6810-ec6b-46dc-a89e-0a767a628d50,YES,YES,NO,"https://linkedin.com/in/elizabeth-harkavy","Investment Partner at A16zcrypto","AI/ML; Crypto; SaaS; Consumer","Seed; Series A; Series B; Growth"
"Elizabeth Harkavy Investment (A16zcrypto)","Andreessen Horowitz",78bcef89-2331-41a8-9a82-8470c57a533d,YES,YES,NO,"https://linkedin.com/in/elizabeth-harkavy-investment","Elizabeth Harkavy Investment is a partner at Andreessen Horowitz. Invests in software eating the world - consumer, enterprise, crypto, bio across all stages","AI/ML; Crypto; SaaS; Consumer; Defense; Robotics","Seed; Series A; Series B; Growth"
"Elizabeth Yin","Hustle Fund",a3134e03-a858-42f7-9960-b978b6654f9e,YES,YES,YES,"https://linkedin.com/in/elizabeth-yin","Invests in hilariously early startups.","AI/ML; API; SaaS","Pre-seed"
"Elizabeth Yin (Hustle Fund)","Elizabeth Yin (Hustle Fund)",d60bfb91-1303-48fb-ac23-e6a13261f53d,YES,YES,YES,"https://linkedin.com/in/elizabeth-yin","Co-founder and General Partner at Hustle Fund","SaaS; AI/ML","Seed; Series A"
"Ellen Chisa","Ellen Chisa",c872b111-45db-4d86-a133-cab2f2e88f5c,YES,NO,YES,"https://linkedin.com/in/ellen-chisa","Ellen Chisa is a angel investor focused on Enterprise, SaaS, Developer Tools investing at Pre-Seed and Seed stage.","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
"Ellen Chisa (Boldstart)","Ellen Chisa (Boldstart)",1d12f212-6fa5-4d50-b5a2-c3839735d20b,YES,YES,YES,"https://linkedin.com/in/ellen-chisa","","Enterprise; SaaS; Developer Tools","Pre-Seed; Seed"
"Elliott Robinson","Elliott Robinson",76b6c554-8cb2-46e8-a3a0-e48a493db9da,YES,NO,YES,"https://linkedin.com/in/elliott-robinson","Elliott Robinson is a angel investor focused on AI, SaaS, Healthcare investing at Seed and Series A stage.","AI; SaaS; Healthcare","Seed; Series A"
"Elysium Venture Capital","Elysium Venture Capital",b5b275e1-27d3-4cc0-bbcd-95c11bfa5862,YES,YES,YES,"https://linkedin.com/in/elysium-venture-capital","","Looking at companies in Consumer; SaaS/Enterprise; Fintech","Seed; Series A"
